eventid,year,month,day,approxdate,extended,resolution,country,province,city,latitude,longitude,specificity,near_city,location,summary,crit1,crit2,crit3,doubted,alternative,multiple_attacks,success,suicide,attacktype1,attacktype2,attacktype3,targtype1,targsubtype1,corp1,target1,natlty1,targtype2,targsubtype2,corp2,target2,natlty2,targtype3,targsubtype3,corp3,target3,natlty3,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,lone_wolf,nperps,nperpcap,claimed,claimmode,claim2,claimmode2,claim3,claimmode3,compclaim,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,weaptype4,weapsubtype4,weapdetail,nkill,nkillus,nkillperp,nwound,nwoundus,nwoundperp,property,propextent,propextent,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,vehiclehij,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,nreleased,addnotes,scite1,scite2,scite3,intlog,intideo,intmisc,related
199210090004,1992,10,9,,0,,Niger,Tillaberi,Bani Bangou,15.0408,2.705,1.0,0,,,1,1,1,-9,,0.0,1,0,Armed Assault,,,Police,"Police Building (headquarters, station, school)",Police,Headquarters,Niger,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,1.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199210300006,1992,10,30,,0,,Niger,Zinder,Alamba,13.79161,10.64151,2.0,0,,,1,1,1,-9,,0.0,0,0,Armed Assault,,,Police,Police Security Forces/Officers,Security Force,Unit,Niger,,,,,,,,,,,Tuareg Guerrillas,Guerrillas,,,,,,0,60.0,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,6.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199401290001,1994,1,29,,0,,Niger,Agadez,Agadez,16.973889,7.990833,1.0,0,,,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Transportation/Vehicle (excluding convoys),Unknown,Column of vehicles inder military escort,Niger,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,2.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199403140002,1994,3,14,,0,,Niger,Unknown,Unknown,,,5.0,0,,,1,1,1,-9,,0.0,1,0,Armed Assault,,,Private Citizens & Property,Vehicles/Transportation,unknown,7 Vehicle Convoy,Niger,,,,,,,,,,,Unknown,,,,,,,0,,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,1.0,,,4.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199404040001,1994,4,4,,0,,Niger,Maradi,Maradi,13.491667,7.096389,1.0,0,,,1,1,1,-9,,1.0,1,0,Unknown,,,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,woman wearing miniskirt,Niger,,,,,,,,,,,Islamist extremists,Militants,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,0.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,"199404040001, 199404040002, 199404040003"
199404040002,1994,4,4,,0,,Niger,Maradi,Maradi,13.491667,7.096389,1.0,0,,,1,1,1,-9,,1.0,1,0,Unknown,,,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,woman wearing miniskirt,Niger,,,,,,,,,,,Islamist extremists,Militants,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,0.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,"199404040001, 199404040002, 199404040003"
199404040003,1994,4,4,,0,,Niger,Maradi,Maradi,13.491667,7.096389,1.0,0,,,1,1,1,-9,,1.0,1,0,Unknown,,,Private Citizens & Property,Unnamed Civilian/Unspecified,unknown,woman wearing miniskirt,Niger,,,,,,,,,,,Islamist extremists,Militants,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,0.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,"199404040001, 199404040002, 199404040003"
199404110002,1994,4,11,,0,,Niger,Dosso,Koulouna,13.882616,4.030143,1.0,0,,,1,1,1,0,,0.0,1,0,Armed Assault,,,Police,Police Security Forces/Officers,Gendarmerie,Unit,Niger,,,,,,,,,,,Islamist extremists,Militants,,,,,,0,,,,,,,,,,Other,,Melee,Knife or Other Sharp Object,,,,,Bow and arrow; Spears,7.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199405060001,1994,5,6,,0,,Mali,Bamako,Bamako,12.644684,-8.003768,1.0,0,,,1,1,1,0,,0.0,1,0,Unknown,,,Business,Construction,Caisse Francaise de Development,Offices,France,,,,,,,,,,,Association of Students and Pupils in Mali (AEEM),,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,1,1,
199405160001,1994,5,16,,0,,Niger,Tillaberi,Tiawa,13.5032,1.2872,1.0,0,,,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Unit/Patrol/Convoy,Military,Unit,Niger,,,,,,,,,,,Popular Front for the Liberation of the Sahara,,,,,,,0,,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,40.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199406120001,1994,6,12,,0,,Mali,Timbuktu,Gourma-Rharous,16.883333,-1.916667,1.0,0,,,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Unit/Patrol/Convoy,Military,Unit,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,8.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199406120002,1994,6,12,,0,,Mali,Timbuktu,Timbuktu,16.77532,-3.008265,1.0,0,,,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Unit/Patrol/Convoy,Military,Military Convoy,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,Automatic firearm,22.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199407200001,1994,7,20,,0,,Mali,Unknown,Unknown,,,5.0,0,,,1,1,1,0,,0.0,1,0,Unknown,,,Private Citizens & Property,Vehicles/Transportation,Unk,Truck Carrying Market Traders,Mali,,,,,,,,,,,Islamic Arab Front of Azawad (FIAA),,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,25.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199407250001,1994,7,25,,0,,Mali,Unknown,Unknown,,,5.0,0,,,1,1,1,0,,0.0,1,0,Unknown,,,Private Citizens & Property,Unnamed Civilian/Unspecified,Village,Villagers,Mali,,,,,,,,,,,Islamic Arab Front of Azawad (FIAA),,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,35.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199407300001,1994,7,30,,0,,Mali,Bamako,Bamako,12.648483,-7.99414,1.0,0,,,0,1,1,1,Other Crime Type,0.0,1,0,Unarmed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,Unk,Frenchman of mixed race & school girl of Lebanese descent,France,,,,,,,,,,,Ganda Koi,,,,,,,0,,,,,,,,,,Melee,"Hands, Feet, Fists",,,,,,,Beaten,0.0,,,7.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,1,1,
199408130001,1994,8,13,,0,,Niger,Unknown,Unknown,,,5.0,0,,,1,1,1,-9,,0.0,1,0,Unknown,,,Food or Water Supply,Food Supply,Unk,Food Convoy,Nigeria,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,3.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,1,
199408300001,1994,8,30,,0,,Mali,Gao,Unknown,16.906633,1.520862,4.0,0,,,1,1,1,0,,0.0,1,0,Armed Assault,,,Maritime,Civilian Maritime,Unk,Passenger Boat,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,,,13.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199410040001,1994,10,4,,0,,Mali,Timbuktu,Niafounke,15.929691,-3.993222,1.0,1,,,1,1,1,-9,,0.0,1,0,Unknown,,,NGO,International NGO,U/I Swiss Aid Project,Aid Prokect,Switzerland,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,3.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,1,
199410200001,1994,10,20,,0,,Mali,Gao,Ansongo,15.666816,0.508533,1.0,0,,,1,1,1,-9,,0.0,1,0,Unknown,,,Private Citizens & Property,Unnamed Civilian/Unspecified,Town,Residents/Town,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,3.0,,,4.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199410220001,1994,10,22,,0,,Mali,Gao,Gao,16.273971,-0.041066,1.0,0,,,1,1,1,0,,0.0,1,0,Unknown,,,Private Citizens & Property,Village/City/Town/Suburb,Town,Town/Residents,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,15.0,,,20.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199410240001,1994,10,24,,0,,Mali,Gao,Gao,16.273971,-0.041066,1.0,0,,,1,0,1,1,Intra/Inter-group Conflict,0.0,1,0,Unknown,,,Unknown,,Unk,Tuaregs,Mali,,,,,,,,,,,Black African Vigilantes,,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,11.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199411170001,1994,11,17,,0,,Mali,Unknown,Unknown,,,5.0,1,,,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Unknown,,,Military,Military Unit/Patrol/Convoy,,Military convoy,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,2.0,,,1.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199411200007,1994,11,20,,0,,Mali,Gao,Gao,16.273971,-0.041066,1.0,0,,,1,1,1,-9,,0.0,1,0,Unknown,,,Private Citizens & Property,Village/City/Town/Suburb,,Village,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,7.0,,,1.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199501230006,1995,1,23,,0,,Mali,Timbuktu,Timbuktu,16.77532,-3.008265,1.0,0,,,1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Village/City/Town/Suburb,unk,Mali Town,Mali,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,,,,,,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,Mortar,2.0,,,6.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199503110014,1995,3,11,,0,,Niger,Diffa,Bosso,13.69661,13.31583,2.0,0,,,1,1,1,0,,0.0,0,0,Unknown,,,Private Citizens & Property,Village/City/Town/Suburb,,Niger Village (N/I),Niger,,,,,,,,,,,Democratic Front for Renewal (FDR),,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,17.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199512150011,1995,12,15,,0,,Niger,Zinder,Chiriaou,12.88989,8.83927,2.0,0,,,1,1,1,0,,0.0,1,0,Assassination,,,Government (General),Politician or Political Party Movement/Meeting/Rally,,Tuareg Leader,Niger,Private Citizens & Property,Race/Ethnicity Identified,,"Frenchman, possibly an aid worker",France,,,,,,Unknown,,,,,,,0,,,,,,,,,,Explosives,Unknown Explosive Type,,,,,,,Explosive,5.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,1,
199606060002,1996,6,6,,0,,Niger,Diffa,Diffa,13.31489,12.6047,1.0,0,,,1,1,1,0,,0.0,1,0,Unknown,,,Transportation,Highway/Road/Toll/Traffic Signal,,Highway Traffic,Niger,,,,,,,,,,,Democratic Front for Renewal (FDR),Democratic Revival Front,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,2.0,,,8.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199704020001,1997,4,2,,0,,Mali,Timbuktu,Ber,16.840216,-2.523311,1.0,0,,,1,1,1,-9,,0.0,1,0,Unknown,,,Private Citizens & Property,Village/City/Town/Suburb,,Villiage,Mali,,,,,,,,,,,Tuareg extremists,,,,,,,0,,,,,,,,,,Unknown,,,,,,,,,0.0,,,2.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199704040001,1997,4,4,,0,,Mali,Timbuktu,Gourma-Rharous,16.883333,-1.916667,1.0,0,,,1,1,1,-9,,0.0,1,0,Unknown,,,Tourists,Tour Bus/Van,,Tourists,France,,,,,,,,,,,Tuareg extremists,Rebels,,,,,,0,8.0,,,,,,,,,Unknown,,,,,,,,,0.0,,,1.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,1,
199705130001,1997,5,13,,0,,Mali,Bamako,Bamako,12.648483,-7.99414,1.0,0,,,1,1,1,-9,,0.0,1,0,Facility/Infrastructure Attack,,,Government (General),Politician or Political Party Movement/Meeting/Rally,,Opposition Party HQ/Mountaga Tall,Mali,,,,,,,,,,,Unknown,,,,,,,0,,,,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,,Gasoline bombs,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,-9,-9,0,
199709200001,1997,9,20,,0,,Niger,Agadez,Madama,21.93545,13.626142,2.0,0,,,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,,,Military,Military Barracks/Base/Headquarters/Checkpost,Government,Military Post,Niger,,,,,,,,,,,Saharan Revolutionary Armed Front (FARS),,,,,,,0,,,,,,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,Mortar,0.0,,,5.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199709200002,1997,9,20,,0,,Niger,Agadez,Madama,21.93545,13.626142,2.0,0,,,1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Vehicles/Transportation,,Truck,Niger,,,,,,,,,,,Saharan Revolutionary Armed Front (FARS),,,,,,,0,,,,,,,,,,Explosives,Landmine,,,,,,,Mine,5.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199710190001,1997,10,19,,0,,Niger,Agadez,Aderbissinat,15.620232,7.894257,1.0,0,,,1,1,1,0,,0.0,1,0,Armed Assault,,,Private Citizens & Property,Village/City/Town/Suburb,,Town,Niger,,,,,,,,,,,Saharan Revolutionary Armed Front (FARS),,,,,,,0,100.0,,,,,,,,,Firearms,Unknown Gun Type,,,,,,,Firearm,27.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0,0,0,
199904090003,1999,4,9,,0,,Niger,Niamey,Niamey,13.516667,2.116667,1.0,0,,"04/09/1999: President Ibrahim Bare Mainassara of Niger was assassinated at the Niamey Military Airport, while he was headed toward his helicopter. Mainassara was possibly killed because he was refusing demands for his resignation. The perpetrators of this incident were unknown.",1,1,1,0,,0.0,1,0,Assassination,,,Government (General),Head of State,President of Niger,President Ibrahim Bare Mainassara,Niger,,,,,,,,,,,Unknown,,,,,,The assassination was possible due to Mainassara's refusal to resign from the presidency and the difficult elections in February 1999.,0,,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,Explosives,Grenade,,,,,,4.0,0.0,0.0,,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"“Niger--Bare's Refusal To Resign Said Reason for Killing,” Agence France Presse (World Service), April 10, 1999.","Cherif Ouazani, “Chronology of Bare Assassination Recounted,” Jeune Afrique, April 26, 1999.",,-9,-9,0,
199910060003,1999,10,6,,0,,Niger,Maradi,Maradi,13.491667,7.096389,1.0,0,,"10/06/1999: Approximately 200 fundamentalists attacked the local radio station in Maradi, Niger. The perpetrators wanted to lynch a spiritual leader who was enlightening people on a convention ratified the previous month on the elimination of all forms of discrimination against women in Niger. The police intervened in the attack, which caused significant damage, but no injuries.",1,1,1,0,,0.0,1,0,Unarmed Assault,,,Journalists & Media,Radio Journalist/Staff/Facility,Radio Station,A local unnamed radio station in Maradi,Niger,,,,,,,,,,,Unknown,,,,,,The perpetrators wanted to lynch a spiritual leader who was promoting a convention on elimination of all forms of discrimination against women in Niger.,0,200.0,,0.0,,,,,,,Melee,Rope or Other Strangling Device,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,"""Niger--Fundamentalists Attack Radio Station in Maradi,” Radio France Internationale, October 6, 1999.",,,-9,-9,0,
200507050010,2005,7,5,,0,,Mali,Unknown,Unknown,,,5.0,0,,"07/05/2005: An Algerian military helicopter was shot down over Mali by an Islamic extremist group, but there were no reports of casualties or damage. The Salafist Group for Preaching and Combat (GSPC) was believed to have been responsible for the attack.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Aircraft,Algerian Military,Algerian Military Helicopter,Algeria,,,,,,,,,,,Salafist Group for Preaching and Fighting (GSPC),,,,,,Unknown,0,,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,,0.0,0.0,,0.0,0.0,1,4.0,Unknown,,A helicopter was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"“GSPC Shoots Down Algerian Chopper in Mali,” Panafrican News Agency Daily Newswire, July 5, 2005.",,,1,0,1,
200705120003,2007,5,12,,0,,Mali,Kidal,Tin Zaouatine,19.936789,2.916669,1.0,0,,"05/12/2007: Ten people were killed in an attack in Tinzaouatene, northeast Mali, by former Tuareg rebel Ibrahima Bahanga. The attack occurred in the city of Tinzaouatene. Eight rebels were killed in the attack. The weapons used were not described in the report. A claim of responsibility was received, however the details of the claim were not reported.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Security post,Unknown,Mali,,,,,,,,,,,Tuareg Guerrillas,,,,,,Unknown,0,,0.0,0.0,Personal claim,,,,,-9.0,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,,10.0,0.0,8.0,0.0,0.0,0.0,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,"""At least ten killed in rebel attack on northern town,"" Paris AFP, May 12, 2007",,,-9,-9,0,
200706220002,2007,6,22,,1,,Niger,Agadez,Agadez,16.973889,7.990833,1.0,0,,"06/22/2007: Armed assailants attacked a Niger Army base in Agadez, Niger, killing 15 soldiers, wounding 43, and kidnapping 72 others. The base also sustained damages. Thirty hostages were released on June 28, 2007. On or about July 11, 2007, the assailants released three injured hostages to the Red Cross, six more hostages were released on August 4, 2007. The Niger People's Movement for Justice (MNJ) claimed responsability.",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),Facility/Infrastructure Attack,,Military,Military Barracks/Base/Headquarters/Checkpost,Niger Army base,Soldiers,Niger,,,,,,,,,,,Movement of Niger People for Justice (MNJ),,,,,,Unknown,0,,0.0,1.0,Unknown,,,,,-9.0,Firearms,Unknown Gun Type,,,,,,,,15.0,0.0,0.0,43.0,0.0,0.0,1,4.0,Unknown,,The Niger Army base sustained an undetermined amount of damage.,1.0,72.0,0.0,,43.0,Unknown,Unknown,0.0,,,,,,Combination,39.0,Thirty hostages were released after six days.  Three injured hostages were released the Red Cross after 19 day and six more hostages were released after 43 days.,"National Counter Terrorism Center, 2007 Report on Terrorism",,,0,0,0,
200707060020,2007,7,6,,1,2007-07-15,Niger,Agadez,Niamey,13.516667,2.116667,1.0,0,1000 km north,"07/06/2007: A Chinese executive, Zhang Guohua, was kidnapped in Niger's north region of Agadez by Tuareg tribesmen. The Movement of Niger People for Justice claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),,,Business,Mining,Societe Des Mines D'Agelik,"Zhang Guohua, deputy general manager",China,,,,,,,,,,,Movement of Niger People for Justice (MNJ),,,,,,"It said that the kidnapping was in response to the company's policy of employing people from the capital rather than locals, according to the Chinese embassy.",0,,0.0,1.0,Unknown,,,,,-9.0,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,8.0,,,0.0,,,,,,Hostage(s) released by perpetrators,1.0,,"“No death threat to Chinese hostage in Niger,” Xinhua General News Service, July 7, 2007.","“Chinese hostage freed in Niger,” Agence France Presse, July 15, 2007.",,0,1,1,
200708200026,2007,8,20,,0,,Niger,Agadez,Agadez,16.974135,7.986678,1.0,0,,"08/20/2007: Four policemen were killed and three were injured in a landmine explosion in Agadez, Niger, by suspected Tuareg rebels.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Police,Police Security Forces/Officers,Nigerien Police Force,Police,Niger,,,,,,,,,,,Tuareg extremists,,,,,,Unknown,0,,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,,4.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"“Niger: Landmine Kills Four Policemen in Agadez” AFP.  August 20, 2007.",,,-9,-9,0,
200708210011,2007,8,21,,0,,Niger,Agadez,Agadez,16.974169,7.986535,1.0,1,,"08/21/2007: Near Agadez, Niger, assailants wielding unspecified firearms attacked a military convoy, killing 17 soldiers, and wounding several others. Seven vehicles were destroyed. The Niger People's Movement for Justice (MNJ) claimed responsibility.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Unit/Patrol/Convoy,Military supply convoy,Unknown,Niger,,,,,,,,,,,Movement of Niger People for Justice (MNJ),,,,,,Unknown,0,,0.0,1.0,Unknown,,,,,-9.0,Firearms,Unknown Gun Type,,,,,,,,17.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Seven vehicles were destroyed  in the attack.,0.0,,,,,,,,,,,,,,,,"National Counter Terrorism Center, 2007 Report on Terrorism",,,0,0,0,
200708240026,2007,8,24,,0,,Niger,Agadez,Agadez,16.973889,7.990833,1.0,0,,"08/24/2007: Suspected militants from the Tuareg group set a bus on fire in Agadez, Niger. No casualties were reported.",1,1,1,0,,0.0,1,0,Facility/Infrastructure Attack,,,Transportation,Bus (excluding tourists),Unknown,Unknown,Nigeria,,,,,,,,,,,Tuareg extremists,,,,,,Unknown,0,,0.0,0.0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,"“Suspected Tuareg rebels set bus on fire in northern Niger” Radio France Internationale.  August 24, 2007.",,,-9,-9,1,
200708270029,2007,8,27,,1,,Mali,Timbuktu,Tedierert,16.38194,-1.26972,1.0,0,,"08/27/2007: Suspected Tuareg rebels kidnapped 15 soldiers in Tedjerete, Mali. The outcome of this incident was unknown.",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),,,Military,"Military Personnel (soldiers, troops, officers, forces)",Mali Military,soldiers,Mali,,,,,,,,,,,Tuareg extremists,,,,,,Unknown,0,12.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0,,,,,1.0,15.0,0.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,,"“Mali: Tuareg Rebels Kidnap 15 Soldiers in East” AFP.  August 27, 2007.",,,-9,-9,0,
200708280030,2007,8,28,,0,,Mali,Kidal,Abeibara,19.107615,1.748384,1.0,0,,"08/28/2007: A Mali military convoy was ambushed in Abebara, Mali. Two trucks were stolen. The perpetrators, casualties, and number of possible kidnapping victims were unknown for this incident.",1,1,1,0,,0.0,1,0,Armed Assault,,,Military,"Military Personnel (soldiers, troops, officers, forces)",Mali Military,soldiers,Mali,,,,,,,,,,,Unknown,,,,,,Unknown,0,,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),,Two trucks were taken in this attack.,-9.0,,,,,,,,,,,,,,,The perpetrators were suspected to have kidnapped several soldiers but the number was unknown.,"“Milan army convoy attacked in north” Radio France Internationale.  August 28, 2007.",,,-9,-9,0,
200708310020,2007,8,31,,0,,Mali,Unknown,Tinzawatin,,,5.0,0,,"08/31/2007: A mine explosion in Tinzawaten, Mali killed ten people in injured several others. The perpetrator(s) were unidentified and there were no media accounts of any group claiming responsibility for the attack.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Vehicles/Transportation,Unknown,vehicle carrying entertainers,Mali,,,,,,,,,,,Unknown,,,,,,Unknown,0,,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,,10.0,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,"“Mine explodes in northern Mali killing 10, injuring several others” OSC Summary.  August 31, 2007.",,,-9,-9,0,
200709120004,2007,9,12,,0,,Mali,Kidal,Tin Zaouatine,19.936789,2.916669,1.0,0,,"09/12/2007: Rebels led by Ibrahima Bahanga fired small arms at a U.S. Air Force c-130 Hercules transport. The plane was carrying  food packages to Malian troops battling insurgents in Ti-n-Zaoutene, Algeria. Minimal damage was reported and no group claimed responsibility.",1,1,1,0,,0.0,1,0,Armed Assault,,,Food or Water Supply,Food Supply,Unknown,Unknown,Multinational,,,,,,,,,,,Unknown,,,,,,Unknown,0,,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,,,,,,,,,,"Terrorism, 2005-2007: A Chronology  (Westport, CT: Praeger Security International)",,,-9,-9,1,
